,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
12,Advanced Business Analytics Specialization,5,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Business Analytics for Decision Making,https://www.coursera.org/learn/business-analytics-decision-making?specialization=data-analytics-business
13,Advanced Business Analytics Specialization,5,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Communicating Business Analytics Results,https://www.coursera.org/learn/communicating-business-analytics-results?specialization=data-analytics-business
14,Advanced Business Analytics Specialization,5,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Advanced Business Analytics Capstone,https://www.coursera.org/learn/data-analytics-business-capstone
15,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",What is Data Science? ,https://www.coursera.org/learn/what-is-datascience?specialization=ibm-data-science
16,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Open Source tools for Data Science,https://www.coursera.org/learn/open-source-tools-for-data-science?specialization=ibm-data-science
17,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Data Science Methodology,https://www.coursera.org/learn/data-science-methodology?specialization=ibm-data-science
18,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Python for Data Science and AI,https://www.coursera.org/learn/python-for-applied-data-science-ai?specialization=ibm-data-science
19,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Databases and SQL for Data Science,https://www.coursera.org/learn/sql-data-science
20,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Data Analysis with Python,https://www.coursera.org/learn/data-analysis-with-python
21,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Data Visualization with Python,https://www.coursera.org/learn/python-for-data-visualization
22,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Machine Learning with Python,https://www.coursera.org/learn/machine-learning-with-python
23,IBM Data Science Professional Certificate,9,"Data Science has been ranked as one of the hottest professions and the demand for data practitioners is booming. This Professional Certificate from IBM is intended for anyone interested in developing skills and experience to pursue a career in Data Science or Machine Learning.This program consists of 9 courses providing you with latest job-ready skills and techniques covering a wide array of data science topics including: open source tools and libraries, methodologies, Python, databases, SQL, data visualization, data analysis, and machine learning. You will practice hands-on in the IBM Cloud using real data science tools and real-world data sets.

It is a myth that to become a data scientist you need a Ph.D. This Professional Certificate is suitable for anyone who has some computer skills and a passion for self-learning. No prior computer science or programming knowledge is necessary. We start small, re-enforce applied learning, and build up to more complex topics.

Upon successfully completing these courses you will have done several hands-on assignments and built a portfolio of data science projects to provide you with the confidence to plunge into an exciting profession in Data Science. In addition to earning a Professional Certificate from Coursera, you will also receive a digital Badge from IBM recognizing your proficiency in Data Science.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.",Applied Data Science Capstone,https://www.coursera.org/learn/applied-data-science-capstone
24,Business Statistics and Analysis Specialization,4,"The Business Statistics and Analysis Specialization is designed to equip you with a basic understanding of business data analysis tools and techniques. Youâll master essential spreadsheet functions, build descriptive business data measures, and develop your aptitude for data modeling. Youâll also explore basic probability concepts, including measuring and modeling uncertainty, and youâll use various data distributions, along with the Linear Regression Model, to analyze and inform business decisions. The Specialization culminates with a Capstone Project in which youâll apply the skills and knowledge youâve gained to an actual business problem.To successfully complete all course assignments, students must have access to a Windows version of Microsoft Excel 2010 or later.

To see an overview video for this Specialization, click here!",Introduction to Data Analysis Using Excel,https://www.coursera.org/learn/excel-data-analysis?specialization=business-statistics-analysis
25,Business Statistics and Analysis Specialization,4,"The Business Statistics and Analysis Specialization is designed to equip you with a basic understanding of business data analysis tools and techniques. Youâll master essential spreadsheet functions, build descriptive business data measures, and develop your aptitude for data modeling. Youâll also explore basic probability concepts, including measuring and modeling uncertainty, and youâll use various data distributions, along with the Linear Regression Model, to analyze and inform business decisions. The Specialization culminates with a Capstone Project in which youâll apply the skills and knowledge youâve gained to an actual business problem.To successfully complete all course assignments, students must have access to a Windows version of Microsoft Excel 2010 or later.

To see an overview video for this Specialization, click here!","Basic Data Descriptors, Statistical Distributions, and Application to Business Decisions",https://www.coursera.org/learn/descriptive-statistics-statistical-distributions-business-application?specialization=business-statistics-analysis
26,Business Statistics and Analysis Specialization,4,"The Business Statistics and Analysis Specialization is designed to equip you with a basic understanding of business data analysis tools and techniques. Youâll master essential spreadsheet functions, build descriptive business data measures, and develop your aptitude for data modeling. Youâll also explore basic probability concepts, including measuring and modeling uncertainty, and youâll use various data distributions, along with the Linear Regression Model, to analyze and inform business decisions. The Specialization culminates with a Capstone Project in which youâll apply the skills and knowledge youâve gained to an actual business problem.To successfully complete all course assignments, students must have access to a Windows version of Microsoft Excel 2010 or later.

To see an overview video for this Specialization, click here!",Business Applications of Hypothesis Testing and Confidence Interval Estimation ,https://www.coursera.org/learn/hypothesis-testing-confidence-intervals?specialization=business-statistics-analysis
27,Business Statistics and Analysis Specialization,4,"The Business Statistics and Analysis Specialization is designed to equip you with a basic understanding of business data analysis tools and techniques. Youâll master essential spreadsheet functions, build descriptive business data measures, and develop your aptitude for data modeling. Youâll also explore basic probability concepts, including measuring and modeling uncertainty, and youâll use various data distributions, along with the Linear Regression Model, to analyze and inform business decisions. The Specialization culminates with a Capstone Project in which youâll apply the skills and knowledge youâve gained to an actual business problem.To successfully complete all course assignments, students must have access to a Windows version of Microsoft Excel 2010 or later.

To see an overview video for this Specialization, click here!",Linear Regression for Business Statistics,https://www.coursera.org/learn/linear-regression-business-statistics?specialization=business-statistics-analysis
28,Strategic Business Analytics Specialization,4,"This specialization is designed for students, business analysts, and data scientists who want to apply statistical knowledge and techniques to business contexts. We recommend that you have some background in statistics, R or another programming language, and familiarity with databases and data analysis techniques such as regression, classification, and clustering.Weâll cover a wide variety of analytics approaches in different industry domains. Youâll engage in hands-on case studies in real business contexts: examples include predicting and forecasting events, statistical customer segmentation, and calculating customer scores and lifetime value. Weâll also teach you how to take these analyses and effectively present them to stakeholders so your business can take action. The third course and the Capstone Project are designed in partnership with Accenture, one of the worldâs best-known consulting, technology services, and outsourcing companies. Youâll learn about applications in a wide variety of sectors, including media, communications, public service,etc. By the end of this specialization, youâll be able to use statistical techniques in R to develop business intelligence insights, and present them in a compelling way to enable smart and sustainable business decisions. Youâll earn a Specialization Certificate from one of the worldâs leading business schools and learn from two of Europeâs leading professors in business analytics and marketing.",Foundations of strategic business analytics,https://www.coursera.org/learn/strategic-business-analytics
29,Strategic Business Analytics Specialization,4,"This specialization is designed for students, business analysts, and data scientists who want to apply statistical knowledge and techniques to business contexts. We recommend that you have some background in statistics, R or another programming language, and familiarity with databases and data analysis techniques such as regression, classification, and clustering.Weâll cover a wide variety of analytics approaches in different industry domains. Youâll engage in hands-on case studies in real business contexts: examples include predicting and forecasting events, statistical customer segmentation, and calculating customer scores and lifetime value. Weâll also teach you how to take these analyses and effectively present them to stakeholders so your business can take action. The third course and the Capstone Project are designed in partnership with Accenture, one of the worldâs best-known consulting, technology services, and outsourcing companies. Youâll learn about applications in a wide variety of sectors, including media, communications, public service,etc. By the end of this specialization, youâll be able to use statistical techniques in R to develop business intelligence insights, and present them in a compelling way to enable smart and sustainable business decisions. Youâll earn a Specialization Certificate from one of the worldâs leading business schools and learn from two of Europeâs leading professors in business analytics and marketing.",Foundations of marketing analytics,https://www.coursera.org/learn/foundations-marketing-analytics
30,Strategic Business Analytics Specialization,4,"This specialization is designed for students, business analysts, and data scientists who want to apply statistical knowledge and techniques to business contexts. We recommend that you have some background in statistics, R or another programming language, and familiarity with databases and data analysis techniques such as regression, classification, and clustering.Weâll cover a wide variety of analytics approaches in different industry domains. Youâll engage in hands-on case studies in real business contexts: examples include predicting and forecasting events, statistical customer segmentation, and calculating customer scores and lifetime value. Weâll also teach you how to take these analyses and effectively present them to stakeholders so your business can take action. The third course and the Capstone Project are designed in partnership with Accenture, one of the worldâs best-known consulting, technology services, and outsourcing companies. Youâll learn about applications in a wide variety of sectors, including media, communications, public service,etc. By the end of this specialization, youâll be able to use statistical techniques in R to develop business intelligence insights, and present them in a compelling way to enable smart and sustainable business decisions. Youâll earn a Specialization Certificate from one of the worldâs leading business schools and learn from two of Europeâs leading professors in business analytics and marketing.",Case studies in business analytics with ACCENTURE,https://www.coursera.org/learn/case-studies-business-analytics-accenture
31,Strategic Business Analytics Specialization,4,"This specialization is designed for students, business analysts, and data scientists who want to apply statistical knowledge and techniques to business contexts. We recommend that you have some background in statistics, R or another programming language, and familiarity with databases and data analysis techniques such as regression, classification, and clustering.Weâll cover a wide variety of analytics approaches in different industry domains. Youâll engage in hands-on case studies in real business contexts: examples include predicting and forecasting events, statistical customer segmentation, and calculating customer scores and lifetime value. Weâll also teach you how to take these analyses and effectively present them to stakeholders so your business can take action. The third course and the Capstone Project are designed in partnership with Accenture, one of the worldâs best-known consulting, technology services, and outsourcing companies. Youâll learn about applications in a wide variety of sectors, including media, communications, public service,etc. By the end of this specialization, youâll be able to use statistical techniques in R to develop business intelligence insights, and present them in a compelling way to enable smart and sustainable business decisions. Youâll earn a Specialization Certificate from one of the worldâs leading business schools and learn from two of Europeâs leading professors in business analytics and marketing.",Capstone:  Create Value from Open Data,https://www.coursera.org/learn/strategic-business-analytics-capstone
32,Data Analysis and Presentation Skills: the PwC Approach Specialization,4,"If you are a PwC Employee, gain access to the PwC Specialization and Courses for free using the instructions on the PwC L&D Spark page or simply search ""Coursera"" on PwC Spark.

This Specialization will help you get practical with data analysis, turning business intelligence into real-world outcomes. We'll explore how a combination of better understanding, filtering, and application of data can help you solve problems faster - leading to smarter and more effective decision-making. Youâll learn how to use Microsoft Excel, PowerPoint, and other common data analysis and communication tools, and perhaps most importantly, we'll help you to present data to others in a way that gets them engaged in your story and motivated to act.

What's more, should you enroll in these courses, you will be invited to join PwC's talent network. Those who opt into this talent network will receive information about PwC career opportunities, thought leadership, and happenings in the PwC global network.

Please note: If you'd like to audit the courses in this Specialization, you'll need to enroll in each course separately and then you will see the audit option.

This specialization was created by PricewaterhouseCoopers LLP with an address at 300 Madison Avenue, New York, New York, 10017.",Data-driven Decision Making,https://www.coursera.org/learn/decision-making?specialization=pwc-analytics
33,Data Analysis and Presentation Skills: the PwC Approach Specialization,4,"If you are a PwC Employee, gain access to the PwC Specialization and Courses for free using the instructions on the PwC L&D Spark page or simply search ""Coursera"" on PwC Spark.

This Specialization will help you get practical with data analysis, turning business intelligence into real-world outcomes. We'll explore how a combination of better understanding, filtering, and application of data can help you solve problems faster - leading to smarter and more effective decision-making. Youâll learn how to use Microsoft Excel, PowerPoint, and other common data analysis and communication tools, and perhaps most importantly, we'll help you to present data to others in a way that gets them engaged in your story and motivated to act.

What's more, should you enroll in these courses, you will be invited to join PwC's talent network. Those who opt into this talent network will receive information about PwC career opportunities, thought leadership, and happenings in the PwC global network.

Please note: If you'd like to audit the courses in this Specialization, you'll need to enroll in each course separately and then you will see the audit option.

This specialization was created by PricewaterhouseCoopers LLP with an address at 300 Madison Avenue, New York, New York, 10017.",Problem Solving with Excel ,https://www.coursera.org/learn/excel-analysis?specialization=pwc-analytics
34,Data Analysis and Presentation Skills: the PwC Approach Specialization,4,"If you are a PwC Employee, gain access to the PwC Specialization and Courses for free using the instructions on the PwC L&D Spark page or simply search ""Coursera"" on PwC Spark.

This Specialization will help you get practical with data analysis, turning business intelligence into real-world outcomes. We'll explore how a combination of better understanding, filtering, and application of data can help you solve problems faster - leading to smarter and more effective decision-making. Youâll learn how to use Microsoft Excel, PowerPoint, and other common data analysis and communication tools, and perhaps most importantly, we'll help you to present data to others in a way that gets them engaged in your story and motivated to act.

What's more, should you enroll in these courses, you will be invited to join PwC's talent network. Those who opt into this talent network will receive information about PwC career opportunities, thought leadership, and happenings in the PwC global network.

Please note: If you'd like to audit the courses in this Specialization, you'll need to enroll in each course separately and then you will see the audit option.

This specialization was created by PricewaterhouseCoopers LLP with an address at 300 Madison Avenue, New York, New York, 10017.",Data Visualization with Advanced Excel,https://www.coursera.org/learn/advanced-excel?specialization=pwc-analytics
